Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
BC - Park Manor Bee Cave,78738,04/19/2021,93,"14058 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.310979, -97.964555)",12176000,Routine Inspection
LW - Crown Donut,78734,02/18/2020,92,"325 S FM 620 RD
LAKEWAY, TX 78734",12141731,Routine Inspection
PF - HEB Food Store #479 (Deli),78660,12/15/2020,95,"201 N FM
PFLUGERVILLE, TX 78660",12392417,Routine Inspection
Hudson Meats,78704,08/24/2020,100,"1800 S CONGRESS AVE
AUSTIN, TX 78704
(30.245944, -97.75103)",11924576,Routine Inspection
Accent Food Service,78754,08/02/2021,99,"12100 SAMSUNG BLVD
AUSTIN, TX 78754
(30.372349, -97.634085)",11792820,Routine Inspection
Snack Plus,78746,12/06/2021,97,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",12393613,Routine Inspection
BC-Los Pinos,78738,10/01/2019,95,"11715 FM 2244 RD
BEE CAVE, TX 78738
(30.308704, -97.919851)",12027797,Routine Inspection
LW - Vivel Crepes & Coffee,78734,03/24/2020,90,"2011 MAIN ST
LAKEWAY, TX 78734
(30.345791, -97.967013)",11625639,Routine Inspection
Dragonbeard Kitchen,78754,05/17/2019,91,"8201 CROSS PARK DR
AUSTIN, TX 78754
(30.330742, -97.66758)",11599957,Routine Inspection
Lonestar Family Market,78752,12/10/2019,98,"7110 CAMERON RD
AUSTIN, TX 78752
(30.325727, -97.692614)",2803903,Routine Inspection
Casino's South Side,78704,07/06/2021,100,"1502 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.22835, -97.782467)",10875285,Routine Inspection
Spicy Szechuan,78731,02/10/2021,86,"3706 JEFFERSON ST
AUSTIN, TX 78731
(30.309037, -97.750709)",11804563,Routine Inspection
Kabobzi Mediterranean Grill,78758,04/16/2020,71,"11101 BURNET RD
AUSTIN, TX 78758
(30.396129, -97.720128)",11753441,Routine Inspection
Circle K Store #2704687,78748,10/23/2019,100,"606 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172807, -97.7998)",10762019,Routine Inspection
Tinnin Food Mart,78741,12/09/2019,99,"1516 TINNIN FORD RD
AUSTIN, TX 78741
(30.241448, -97.726276)",10051034,Routine Inspection
Sparefoot,78705,06/27/2019,96,"3300 N IH
AUSTIN, TX 78705",11903616,Routine Inspection
Tierra Linda Taqueria,78757,12/29/2021,90,"8540 RESEARCH BLVD
AUSTIN, TX 78757
(30.360686, -97.716957)",10210553,Routine Inspection
Picole Pops,78758,10/20/2021,89,"11501 ROCK ROSE AVE
AUSTIN, TX 78758
(30.401102, -97.722763)",12394341,Routine Inspection
Subway,78731,05/11/2021,91,"3710 CRAWFORD AVE
AUSTIN, TX 78731
(30.307751, -97.749091)",10863944,Routine Inspection
969 Xpress Mart,78724,03/24/2020,82,"8602 FM 969 RD
AUSTIN, TX 78724
(30.276582, -97.637041)",12185607,Routine Inspection
7-Eleven Convenience Store #35808H,78702,02/28/2019,89,"863 AIRPORT BLVD
AUSTIN, TX 78702
(30.259187, -97.69359)",10763641,Routine Inspection
PF - Endeavor Montessori School,78660,01/22/2021,100,"18817 N HEATHERWILDE BLVD
PFLUGERVILLE, TX 78660
(30.479023, -97.616571)",12392688,Routine Inspection
Buffet Palace,78745,06/18/2019,74,"4608 WEST GATE BLVD
AUSTIN, TX 78745
(30.230191, -97.800898)",11798933,Routine Inspection
Lick Ice Creams,78704,12/16/2019,100,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.255461, -97.761861)",11507838,Routine Inspection
The Kebab Shop,78759,10/26/2020,99,"9761 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394186, -97.750819)",12186011,Routine Inspection
Las Cazuelas #2,78660,11/20/2019,73,"2700 W PECAN ST
AUSTIN, TX 78660
(30.449334, -97.657083)",11768063,Routine Inspection
BC - Chili's Grill & Bar,78738,10/20/2020,89,"12713 GALLERIA CIR
BEE CAVE, TX 78738
(30.307636, -97.939798)",11103927,Routine Inspection
Austin's Park n Pizza,78660,09/04/2019,100,"16231 N IH
SVRD NB AUSTIN, TX 78660",2801896,Routine Inspection
"Spec's Wines, Spirits & Finer Foods, #62",78759,07/18/2019,84,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",10016853,Routine Inspection
Chili's Grill and Bar,78752,06/01/2021,92,"6619 N IH
AUSTIN, TX 78752",10007391,Routine Inspection
J W Marriott Austin - Burger Bar,78701,08/18/2021,97,"110 E 2ND ST
AUSTIN, TX 78701
(30.264104, -97.743445)",11274929,Routine Inspection
Taqueria Chapala #3,78735,12/29/2020,80,"6116 W US 290 HWY
AUSTIN, TX 78735",2803037,Routine Inspection
Lakecliff Raquet Club,78669,10/29/2019,95,"25609 KAHALA SUNSET CT
SPICEWOOD, TX 78669
(30.455286, -98.078447)",2802501,Routine Inspection
"Best Western Plus, Austin Airport",78741,12/17/2020,92,"1805 AIRPORT COMMERCE DR
AUSTIN, TX 78741
(30.22086, -97.691303)",11594290,Routine Inspection
Wright Bros. Brew and Brew,78702,04/07/2021,90,"500 SAN MARCOS ST
AUSTIN, TX 78702
(30.264479, -97.73283)",11008232,Routine Inspection
Maudies at the Triangle,78751,01/21/2020,98,"4600 W GUADALUPE ST
AUSTIN, TX 78751
(30.31421, -97.732423)",11087283,Routine Inspection
SV - Subway,78745,06/04/2020,91,"5400 BRODIE LN
SUNSET VALLEY, TX 78745
(30.227718, -97.82159)",10325532,Routine Inspection
Sip Saam Thai,78729,02/22/2021,93,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445312, -97.743258)",11597842,Routine Inspection
Ola Poke,78729,06/30/2021,81,"13343 N US 183 HWY
AUSTIN, TX 78729",11961372,Routine Inspection
Bread Basket,78727,04/11/2019,91,"1800 SCOFIELD RIDGE PKWY
AUSTIN, TX 78727
(30.428436, -97.68125)",11927255,Follow-Up Inspection
"Tigress, The",78751,04/21/2021,92,"100 W NORTH LOOP BLVD
AUSTIN, TX 78751
(30.317733, -97.722335)",10392609,Routine Inspection
Peoples Pharmacy,78756,12/20/2021,98,"4018 N LAMAR BLVD
AUSTIN, TX 78756
(30.30881, -97.740756)",2800584,Routine Inspection
PF - Dippin Dots Wave Pool,78660,06/09/2021,100,"18500 N SH
PFLUGERVILLE, TX 78660",12394719,Routine Inspection
Paleface Grocery,78669,06/08/2021,92,"23526 W SH
SPICEWOOD, TX 78669",2801077,Routine Inspection
Pollolandia,78660,12/11/2020,91,"14905 DESSAU RD
PFLUGERVILLE, TX 78660
(30.421254, -97.628454)",12085799,Routine Inspection
PF - Morelia Mexican Grill,78660,12/16/2021,74,"18900 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.469768, -97.595626)",12392566,Follow-Up Inspection
Din Ho Chinese BBQ,78758,04/01/2020,83,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.361033, -97.716672)",2801257,Routine Inspection
Kolache Factory,78705,09/21/2021,89,"3706 N LAMAR BLVD
AUSTIN, TX 78705
(30.304696, -97.74339)",12186508,Routine Inspection
J D's Conoco #2,78724,03/26/2021,88,"6575 DECKER LN
AUSTIN, TX 78724
(30.290246, -97.628597)",2801993,Routine Inspection
Reales Pizza & Cafe,78750,01/04/2022,86,"13450 N US 183 HWY
AUSTIN, TX 78750
(30.486791, -97.804812)",2801415,Routine Inspection
Bluebonnet Hill Golf,78724,07/30/2019,84,"9100 DECKER LN
AUSTIN, TX 78724
(30.317475, -97.611088)",2800707,Routine Inspection
Speedy Stop,78728,04/08/2021,95,"14611 BURNET RD
AUSTIN, TX 78728
(30.450574, -97.695434)",12101293,Routine Inspection
Overton Elementary,78724,11/01/2019,95,"7201 COLONY LOOP DR
AUSTIN, TX 78724
(30.302552, -97.637155)",10066459,Routine Inspection
Ka Prow Restaurant,78660,07/20/2020,82,"1200 W HOWARD LN
AUSTIN, TX 78660",2802184,Routine Inspection
PF - HEB Food Store #479 (Bakery),78660,08/07/2020,99,"201 N FM
PFLUGERVILLE, TX 78660",12392420,Routine Inspection
Ranch 616,78701,03/10/2020,77,"616 NUECES ST
AUSTIN, TX 78701
(30.270393, -97.748149)",2801490,Routine Inspection
LW-Belmont Village Lakeway,78734,10/01/2020,93,"107 BELLA MONTAGNA CIR
LAKEWAY, TX 78734
(30.35902, -97.957839)",11961643,Routine Inspection
Del Valle ISD- Concession Stand #4 (Gym),78617,03/27/2019,97,"5201 ROSS RD
AUSTIN, TX 78617
(30.178555, -97.614957)",10333615,Routine Inspection
BC - McDonald's #8056,78738,12/09/2021,82,"12514 W SH
BEE CAVE, TX 78738",10261051,Routine Inspection
Sam's Club / Snack Bar #4720,78735,04/10/2020,100,"4970 W US 290 HWY
AUSTIN, TX 78735",2803159,Routine Inspection
Crazy Fruits # 2,78741,07/30/2019,99,"6100 E RIVERSIDE DR
AUSTIN, TX 78741
(30.226141, -97.705922)",11390130,Routine Inspection
Kitchen United Mix,78757,06/01/2021,97,"8023 BURNET RD
AUSTIN, TX 78757
(30.359155, -97.73005)",12186634,Routine Inspection
Eddie V's #8502,78759,04/27/2021,90,"9400 ARBORETUM BLVD
AUSTIN, TX 78759
(30.389425, -97.751888)",11459941,Routine Inspection
Hilton Garden Inn Austin,78759,08/13/2019,79,"11617 RESEARCH BLVD
AUSTIN, TX 78759
(30.415495, -97.74577)",11247252,Routine Inspection
Metz Elementary,78702,10/23/2020,99,"84 ROBERT T MARTINEZ JR ST
AUSTIN, TX 78702
(30.254487, -97.721298)",2800495,Routine Inspection
Tokyo Gardens,78748,02/18/2020,95,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173754, -97.825398)",2803164,Routine Inspection
Dunkin' Donuts/Baskin Robbins,78705,07/30/2019,96,"2402 GUADALUPE ST
AUSTIN, TX 78705
(30.287846, -97.741593)",11824247,Routine Inspection
Holiday In Express Austin Airport,78744,05/26/2020,95,"7601 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.217387, -97.692796)",10908918,Routine Inspection
Yo So Cool,78723,12/17/2019,95,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.306488, -97.708842)",10410518,Routine Inspection
Tiff's Treats,78746,05/27/2021,93,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273599, -97.799242)",10352305,Routine Inspection
7-Eleven Convenience Store #38615H,78758,01/31/2020,91,"1316 W BRAKER LN
AUSTIN, TX 78758
(30.385918, -97.69521)",12106537,Routine Inspection
Austin Eastciders Barton Springs,78704,04/02/2021,80,"1530 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.261958, -97.761269)",12393202,Routine Inspection
Whole Foods Market - Bakery,78758,11/22/2021,99,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.405631, -97.720912)",11055573,Routine Inspection
Kebabalicious,78702,10/12/2020,94,"1311 E 7TH ST
AUSTIN, TX 78702
(30.264699, -97.728228)",11039598,Routine Inspection
Virginia L Brown Sr. Nutrition Program,78752,01/31/2020,100,"7500 BLESSING AVE
AUSTIN, TX 78752
(30.331949, -97.693032)",10039193,Routine Inspection
Lucky Food Store,78745,06/24/2020,85,"5800 S CONGRESS AVE
AUSTIN, TX 78745
(30.203058, -97.775416)",2803495,Routine Inspection
Bao'd Up,78723,06/04/2021,94,"1911 ALDRICH ST
AUSTIN, TX 78723
(30.298483, -97.70483)",11747511,Routine Inspection
Knight's Assisted Living,78660,09/16/2019,85,"20816 WINDMILL RIDGE ST
PFLUGERVILLE, TX 78660
(30.485904, -97.567118)",11153437,Routine Inspection
Child Inc.-Grant Child Development Center,78758,10/07/2019,99,"1701 KRAMER LN
AUSTIN, TX 78758
(30.385555, -97.703816)",10305089,Routine Inspection
Subway #10569,78748,02/18/2020,88,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173754, -97.825398)",2801380,Routine Inspection
Cheddars Casual Cafe #2031,78749,07/31/2019,98,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222644, -97.839738)",10113690,Routine Inspection
Dos Salsas Domain,78758,05/21/2020,92,"11301 BURNET RD
AUSTIN, TX 78758
(30.39883, -97.719204)",12186381,Routine Inspection
Inst.of Hosp.&Culinary Arts,78704,04/01/2021,98,"1211 E OLTORF ST
AUSTIN, TX 78704
(30.234768, -97.743904)",2801646,Routine Inspection
Baranoff Elem School,78748,09/03/2021,98,"12009 BUCKINGHAM GATE RD
AUSTIN, TX 78748
(30.153197, -97.852762)",2801262,Routine Inspection
Whole Foods Market - Meat Department,78758,04/22/2020,100,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.405631, -97.720912)",11055570,Routine Inspection
People's Pharmacy,78746,01/24/2020,96,"4201 WESTBANK DR
AUSTIN, TX 78746
(30.276054, -97.816218)",2800238,Routine Inspection
Mad Greens LLC,78613,05/31/2019,97,"13000 N FM 620 RD
AUSTIN, TX 78613",11625814,Routine Inspection
OOB-Walnut Market #2,78723,05/30/2019,75,"5517 CAMERON RD
AUSTIN, TX 78723
(30.313433, -97.704492)",10031959,Routine Inspection
Heo Eatery,78751,07/28/2021,97,"5003 AIRPORT BLVD
AUSTIN, TX 78751
(30.311379, -97.71543)",12119636,Routine Inspection
7-Eleven Convenience Store #35808H,78702,03/22/2021,84,"863 AIRPORT BLVD
AUSTIN, TX 78702
(30.259187, -97.69359)",10763641,Routine Inspection
East Austin College Prep,78723,09/28/2020,95,"5800 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78723
(30.28599, -97.666676)",11753236,Routine Inspection
La Escondida #3,78745,12/10/2021,81,"1333 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.227465, -97.781282)",10518592,Routine Inspection
Casa Vallarta Restaurant,78744,04/14/2020,62,"6002 BURLESON RD
AUSTIN, TX 78744
(30.206768, -97.719139)",11241808,Routine Inspection
Abilene FE-FE LLC,78717,09/26/2019,96,"13945 N US 183 HWY
AUSTIN, TX 78717
(30.471467, -97.797662)",11574426,Routine Inspection
Eastside Pies,78702,06/01/2019,99,"1401 ROSEWOOD AVE
AUSTIN, TX 78702
(30.268882, -97.724241)",2802928,Routine Inspection
Avenue B Grocery,78751,10/15/2019,94,"4403 AVENUE
AUSTIN, TX 78751
(30.309155, -97.731653)",2800110,Routine Inspection
Pizza Hut,78745,05/18/2020,100,"5510 S IH
AUSTIN, TX 78745",10181716,Routine Inspection
Primrose School of Four Points,78730,01/05/2022,100,"6606 SITIO DEL RIO BLVD
AUSTIN, TX 78730
(30.390858, -97.842763)",11771190,Routine Inspection
PF - Lazydaze Counter Culture & Coffeehouse #7,78660,06/08/2021,84,"1202 FM 685 RD
PFLUGERVILLE, TX 78660
(30.44719, -97.60711)",12392769,Routine Inspection
Bao'd Up,78723,04/19/2019,91,"1911 ALDRICH ST
AUSTIN, TX 78723
(30.298483, -97.70483)",11747511,Routine Inspection
Jack in the Box #922,78754,05/21/2020,91,"12309 DESSAU RD
AUSTIN, TX 78754
(30.387984, -97.6479)",10790317,Routine Inspection
Zoe's Safe Place,78751,07/23/2021,83,"4606 CONNELLY ST
AUSTIN, TX 78751
(30.304803, -97.714505)",12392332,Routine Inspection
El Secreto De La Abuela #2,78745,06/30/2020,92,"5700 MANCHACA RD
AUSTIN, TX 78745
(30.214343, -97.799425)",12119176,Routine Inspection
Taqueria La Familia Mex Restaurant Inc,78749,02/05/2019,95,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214326, -97.831703)",11321211,Routine Inspection
Hotel Eleven,78702,03/08/2019,99,"1123 E 11TH ST
AUSTIN, TX 78702
(30.268839, -97.728305)",11497335,Routine Inspection
OOB - Cava,78705,08/07/2019,92,"2426 GUADALUPE ST
AUSTIN, TX 78705
(30.288536, -97.741532)",11960177,Routine Inspection
Tokyo Gardens Catering,78741,04/29/2020,97,"2508 E RIVERSIDE DR
AUSTIN, TX 78741
(30.234709, -97.723452)",12185895,Routine Inspection
Tokyo Gardens Catering,78750,11/05/2020,100,"12860 N US 183 HWY
AUSTIN, TX 78750",10747724,Routine Inspection
Salt and Time Cafe,78701,11/01/2021,96,"422 GUADALUPE ST
UNIT C AUSTIN, TX 78701
(30.267698, -97.746773)",12393115,Routine Inspection
Silverado Barton Springs,78749,05/02/2019,92,"5200 DAVIS LN
AUSTIN, TX 78749
(30.208763, -97.862482)",11683025,Routine Inspection
Star Seeds Cafe,78722,02/26/2021,77,"3101 N IH
AUSTIN, TX 78722",2801964,Routine Inspection
Boston Market #1981,78759,12/16/2020,80,"4607 W BRAKER LN
AUSTIN, TX 78759
(30.400255, -97.745011)",2801703,Routine Inspection
XTC,78724,01/30/2019,86,"3501 ANDTREE BLVD
AUSTIN, TX 78724
(30.322242, -97.659577)",2801306,Routine Inspection
Big Top Candy Shop,78704,06/23/2021,94,"1706 S CONGRESS AVE
AUSTIN, TX 78704
(30.246656, -97.750765)",10070728,Routine Inspection
Chipotle Mexican Grill #92,78705,02/13/2019,88,"2230 GUADALUPE ST
AUSTIN, TX 78705
(30.285642, -97.741794)",10176471,Routine Inspection
Randall's # 2987 Produce,78732,06/26/2020,100,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390321, -97.884565)",10720292,Routine Inspection
Foodie Kids,78731,09/16/2021,100,"3818 FAR WEST BLVD
AUSTIN, TX 78731
(30.356285, -97.759161)",11694062,Routine Inspection
Mom's Grocery,78753,11/16/2020,96,"1425 E RUNDBERG LN
AUSTIN, TX 78753
(30.350824, -97.676223)",10002574,Routine Inspection
OOB-Lai Lai,78717,05/01/2019,87,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",11856499,Routine Inspection
Challenger School Elementary,78717,05/19/2021,96,"15101 AVERY RANCH BLVD
AUSTIN, TX 78717
(30.498843, -97.773452)",11192837,Routine Inspection
BC - Tadashi,78738,06/03/2020,74,"12820 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309337, -97.941269)",11022679,Routine Inspection
Dirty Bill's,78701,10/28/2020,93,"511 RIO GRANDE ST
AUSTIN, TX 78701
(30.269681, -97.749607)",10159030,Routine Inspection
Dilux,78703,04/10/2020,96,"401 ORCHARD ST
AUSTIN, TX 78703
(30.271557, -97.759501)",10978903,Routine Inspection
OOB - Pizzaria Paparazzi,78701,02/28/2019,93,"313 1 2 E 6TH ST
AUSTIN, TX 78701
(30.267228, -97.739844)",10903812,Routine Inspection
"Child, Inc. - Ortega Preschool",78721,09/23/2019,100,"1135 GARLAND AVE
AUSTIN, TX 78721
(30.269917, -97.684962)",2801875,Routine Inspection
Lifetime Fitness Cafe,78749,03/04/2020,91,"7101 S MOPAC EXPY
AUSTIN, TX 78749",10068020,Routine Inspection
"Spec's Wine, Liquor, And Fine Foods",78729,10/27/2021,94,"12611 HYMEADOW DR
AUSTIN, TX 78729
(30.458183, -97.791568)",12128393,Routine Inspection
Golden Chick,78753,05/19/2021,94,"9600 N LAMAR BLVD
AUSTIN, TX 78753
(30.365545, -97.695616)",11037284,Routine Inspection
Austin Hindu Temple & Community Center,78724,09/14/2020,96,"9801 DECKER LAKE RD
AUSTIN, TX 78724
(30.284024, -97.615976)",12083857,Routine Inspection
Chuy's 183,78759,03/24/2021,95,"11680 RESEARCH BLVD
AUSTIN, TX 78759
(30.41808, -97.747102)",10003985,Routine Inspection
Het Say,78741,07/15/2020,80,"2121 E OLTORF ST
AUSTIN, TX 78741
(30.230405, -97.732405)",11987074,Routine Inspection
Midtown Live,78752,08/11/2021,96,"7408 CAMERON RD
AUSTIN, TX 78752
(30.329559, -97.690099)",10730352,Routine Inspection
Little Country Diner,78669,09/11/2019,93,"22000 W SH
SPICEWOOD, TX 78669",2802629,Routine Inspection
Panda Express,78726,07/20/2021,100,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4545, -97.82678)",2802514,Follow-Up Inspection
AA Foodmart #2,78723,09/30/2019,85,"6649 MANOR RD
AUSTIN, TX 78723
(30.309726, -97.667614)",12186104,Routine Inspection
Crafty Loaf LLC,78758,06/24/2020,99,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.379355, -97.713251)",11660102,Routine Inspection
Hacienda Jalisco Restaurant,78758,11/12/2021,61,"8766 RESEARCH BLVD
UNIT DB AUSTIN, TX 78758
(30.366565, -97.71876)",12394425,Routine Inspection
"Upstairs Circus ATX, LLC",78701,07/01/2021,99,"234 W 2ND ST
AUSTIN, TX 78701
(30.264785, -97.745905)",11906798,Routine Inspection
Papa John's Pizza #1296,78745,06/21/2019,92,"500 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.196229, -97.785732)",2803120,Routine Inspection
Book People Coffeeshop,78703,09/14/2020,91,"603 N LAMAR BLVD
AUSTIN, TX 78703
(30.272722, -97.753359)",2801883,Routine Inspection
Wayside Schools,78744,04/22/2019,90,"6405 S IH
AUSTIN, TX 78744",10936961,Routine Inspection
"Courtyard Tennis Club, The",78731,06/21/2021,95,"5608 COURTYARD DR
AUSTIN, TX 78731
(30.353469, -97.790592)",2801083,Routine Inspection
Brotherton's Black Iron Barbecue,78660,11/21/2019,86,"15608 SPRING HILL LN
AUSTIN, TX 78660
(30.445658, -97.651034)",11764498,Routine Inspection
PF - Costco Wholesale #1322/Food Court,78660,05/26/2021,99,"1901 KELLY LN
PFLUGERVILLE, TX 78660
(30.470323, -97.590124)",12392351,Routine Inspection
El Mercado,78704,05/25/2021,94,"1302 S 1ST ST
AUSTIN, TX 78704
(30.251396, -97.754352)",2800306,Routine Inspection
Dos Batos,78757,10/26/2021,89,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356679, -97.732239)",12091100,Routine Inspection
BC - Tokyo Gardens Catering,78738,12/07/2021,100,"12400 W SH
BEE CAVE, TX 78738",10262036,Routine Inspection
TLC,78704,09/02/2021,90,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.255461, -97.761861)",11821290,Routine Inspection
Dairy Queen,78729,08/12/2021,87,"13301 N US 183 HWY
AUSTIN, TX 78729",12392945,Routine Inspection
Bill Miller BBQ,78757,06/28/2019,80,"8105 BURNET RD
AUSTIN, TX 78757
(30.359774, -97.729888)",2800062,Routine Inspection
Bread Basket,78745,06/10/2021,82,"8801 WEST GATE BLVD
AUSTIN, TX 78745
(30.191622, -97.832784)",10874948,Routine Inspection
La Madeleine #203,78717,12/01/2021,90,"14028 N US 183 HWY
AUSTIN, TX 78717",11768820,Routine Inspection
Pho Van,78758,06/18/2019,83,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.361033, -97.716672)",2800743,Routine Inspection
Recess Arcade Bar,78701,10/16/2019,93,"222 E 6TH ST
AUSTIN, TX 78701
(30.267409, -97.740519)",11336224,Routine Inspection
Maudie's North Lamar,78753,02/21/2020,95,"10205 N LAMAR BLVD
AUSTIN, TX 78753
(30.37221, -97.691868)",2801690,Routine Inspection
Longhorn Meat Market,78702,01/14/2020,84,"2411 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78702
(30.280723, -97.715532)",11954952,Routine Inspection
La Madeleine # 204,78723,11/26/2019,92,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.306488, -97.708842)",11763339,Routine Inspection
Wells Food Store & Cafe,78702,11/15/2019,94,"1918 ROSEWOOD AVE
AUSTIN, TX 78702
(30.269834, -97.718232)",11103762,Routine Inspection
PF - La Petite Academy,78660,04/27/2021,95,"204 S 10TH ST
PFLUGERVILLE, TX 78660
(30.44173, -97.628534)",12392707,Routine Inspection
Dev's Shell,78756,04/01/2020,79,"4001 MEDICAL PKWY
AUSTIN, TX 78756
(30.308626, -97.742671)",2804118,Routine Inspection
University United Methodist Church,78705,05/26/2021,99,"2409 GUADALUPE ST
AUSTIN, TX 78705
(30.288246, -97.741558)",11146058,Routine Inspection
Azul Tequila,78704,07/13/2020,94,"4211 S LAMAR BLVD
AUSTIN, TX 78704
(30.234848, -97.794618)",2801580,Routine Inspection
Soup Peddler Mary,78704,09/30/2019,94,"501 W MARY ST
AUSTIN, TX 78704
(30.246465, -97.755892)",2802109,Routine Inspection
Pacha,78756,03/23/2020,99,"4618 BURNET RD
AUSTIN, TX 78756
(30.317286, -97.740391)",10213212,Routine Inspection
Numart,78748,12/03/2020,88,"11913 RANCHO ALTO RD
AUSTIN, TX 78748
(30.148928, -97.842579)",12185703,Routine Inspection
K Bop,78705,06/12/2019,88,"2002 GUADALUPE ST
AUSTIN, TX 78705
(30.282881, -97.742053)",11574254,Routine Inspection
Tino's Greek Cafe,78757,09/23/2020,93,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356679, -97.732239)",11444396,Routine Inspection
Del Valle ISD- Concession Stand #1 (Home),78617,03/10/2020,99,"5201 ROSS RD
AUSTIN, TX 78617
(30.178555, -97.614957)",10333612,Routine Inspection
Einstein Bros Bagels,78759,06/23/2020,97,"4607 W BRAKER LN
AUSTIN, TX 78759
(30.400255, -97.745011)",2801216,Routine Inspection
Randall's (Starbucks Coffee) #2482,78731,06/21/2019,100,"8040 MESA DR
AUSTIN, TX 78731
(30.371034, -97.757489)",2802107,Routine Inspection
Circle K Store #2704680,78746,07/12/2021,93,"8947 FM 2244 RD
AUSTIN, TX 78746
(30.318368, -97.862762)",10758576,Routine Inspection
Bucket's Deli & Sports Bar,78702,02/07/2019,100,"2020 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.256475, -97.722799)",10111403,Routine Inspection
Cipollina,78703,06/24/2020,90,"1213 WEST LYNN ST
AUSTIN, TX 78703
(30.280886, -97.758675)",2801292,Routine Inspection
Genuine Joe Coffeehouse,78757,11/08/2021,91,"2001 W ANDERSON LN
AUSTIN, TX 78757
(30.354321, -97.72716)",11743074,Routine Inspection
P F Chang's China Bistro,78759,12/02/2020,99,"10114 JOLLYVILLE RD
AUSTIN, TX 78759
(30.396093, -97.749989)",2801032,Routine Inspection
Wicked Wings,78748,06/08/2021,88,"615 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172862, -97.80008)",12023528,Routine Inspection
"Patika Coffee, P3",78701,10/17/2019,89,"100 CONGRESS AVE
AUSTIN, TX 78701
(30.26387, -97.744359)",12075863,Routine Inspection
Pappadeaux,78759,10/09/2019,97,"11617 RESEARCH BLVD
AUSTIN, TX 78759
(30.415495, -97.74577)",11630886,Routine Inspection
Lamar Middle School,78757,05/25/2021,100,"6201 WYNONA AVE
AUSTIN, TX 78757
(30.337919, -97.74121)",2800444,Routine Inspection
Franklin Barbecue,78702,01/30/2019,100,"900 E 11TH ST
AUSTIN, TX 78702
(30.269964, -97.731313)",10523909,Routine Inspection
Subway #51421,78717,03/19/2019,91,"10900 LAKELINE MALL DR
AUSTIN, TX 78717
(30.474668, -97.795856)",10619278,Routine Inspection
East Side King,78704,03/06/2019,94,"2310 S LAMAR BLVD
AUSTIN, TX 78704
(30.247321, -97.775005)",11049507,Routine Inspection
ELM Food Hall,78701,01/13/2020,97,"111 CONGRESS AVE
AUSTIN, TX 78701
(30.263828, -97.744375)",12043012,Routine Inspection
Westlake High School,78746,09/29/2020,98,"3800 WESTBANK DR
WEST LAKE HILLS, TX 78746
(30.27457, -97.812979)",2801701,Routine Inspection
El Chilito Tacos y Cafe,78702,06/17/2020,88,"1623 E 7TH ST
AUSTIN, TX 78702
(30.26328, -97.724286)",11225573,Routine Inspection
7 - Eleven Convenience Store #38289A,78753,07/31/2020,92,"701 W BRAKER LN
AUSTIN, TX 78753
(30.38126, -97.685339)",12186546,Routine Inspection
Stepping Stone Child Care,78757,06/10/2020,99,"1710 RICHCREEK RD
AUSTIN, TX 78757
(30.347131, -97.72721)",2800498,Routine Inspection
A Shady Deal,78653,04/19/2019,86,"14219 LITTIG RD
AUSTIN, TX 78653
(30.333502, -97.508919)",10008007,Routine Inspection
